DATE   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   23/05/2018   
TIMEBLOCK   00:00   00:15   00:30   00:45   01:00   01:15   01:30   01:45   02:00   02:15   02:30   02:45   03:00   03:15   03:30   03:45   04:00   04:15   04:30   04:45   05:00   05:15   05:30   05:45   06:00   06:15   06:30   06:45   07:00   07:15   07:30   07:45   08:00   08:15   08:30   08:45   09:00   09:15   09:30   09:45   10:00   10:15   10:30   10:45   11:00   11:15   11:30   11:45   12:00   12:15   12:30   12:45   13:00   13:15   13:30   13:45   14:00   14:15   14:30   14:45   15:00   15:15   15:30   15:45   16:00   16:15   16:30   16:45   17:00   17:15   17:30   17:45   18:00   18:15   18:30   18:45   19:00   19:15   19:30   19:45   20:00   20:15   20:30   20:45   21:00   21:15   21:30   21:45   22:00   22:15   22:30   22:45   23:00   23:15   23:30   23:45   
WRLoss   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   
GANDHAR-NAPM_DC_TOTAL   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   80   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   105   80.00   60.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   50.00   
GANDHAR-RLNG_DC_ONBAR   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   60   80   80   90   100   134   134   134   134   134   129   129   124   124   119   119   119   119   114   114   114   114   109   109   109   109   109   109   104   104   99   99   94   94   94   94   94   94   89   89   89   89   89   89   89   89   89   89   94   94   94   94   99   99   104   104   104   104   109   109   109   109   114   114   95.00   80.00   80.00   80.00   80.00   80.00   80.00   80.00   80.00   80.00   80.00   80.00   
GANDHAR-RLNG_DC_RSD   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
GANDHAR-RLNG_DC_TOTAL   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   50   60   80   80   90   100   134   134   134   134   134   129   129   124   124   119   119   119   119   114   114   114   114   109   109   109   109   109   109   104   104   99   99   94   94   94   94   94   94   89   89   89   89   89   89   89   89   89   89   94   94   94   94   99   99   104   104   104   104   109   109   109   109   114   114   95.00   80.00   80.00   80.00   80.00   80.00   80.00   80.00   80.00   80.00   80.00   80.00   
KAPS_DC_ONBAR   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
KAPS_DC_RSD   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   
KAPS_DC_TOTAL   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
KAWAS-APM_DC_ONBAR   215   215   215   215   215   200   200   200   200   200   200   200   200   200   200   200   200   200   200   200   200   200   200   200   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   
KAWAS-APM_DC_RSD   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
KAWAS-APM_DC_TOTAL   215   215   215   215   215   200   200   200   200   200   200   200   200   200   200   200   200   200   200   200   200   200   200   200   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   180   
KAWAS-NAPM_DC_ONBAR   75   75   75   75   75   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   
KAWAS-NAPM_DC_RSD   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
KAWAS-NAPM_DC_TOTAL   75   75   75   75   75   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   70.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   35.00   
KAWAS-RLNG_DC_ONBAR   20   20   20   20   20   20   20   20   20   20   20   10   0   0   0   0   0   0   0   0   0   0   0   0   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   
KAWAS-RLNG_DC_RSD   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
KAWAS-RLNG_DC_TOTAL   20   20   20   20   20   20   20   20   20   20   20   10   0   0   0   0   0   0   0   0   0   0   0   0   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   40   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   20   
KAWAS-zLIQ_DC_ONBAR   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   100   120   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   
KAWAS-zLIQ_DC_RSD   60   60   60   60   60   60   60   60   60   60   60   60   60   60   60   60   60   60   40   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
KAWAS-zLIQ_DC_TOTAL   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   160   
KSTPS-I&II_DC_ONBAR   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1720   1570   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   
KSTPS-I&II_DC_RSD   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
KSTPS-I&II_DC_TOTAL   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1870   1720   1570   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1450   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   1500   
KSTPS7_DC_ONBAR   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   415   400   400   400   400   400   400   400   400   400   400   400   400   400   400   400   400   400   400   400   400   400   400   
KSTPS7_DC_RSD   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
KSTPS7_DC_TOTAL   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   450   415   400   400   400   400   400   400   400   400   400   400   400   400   400   400   400   400   400   400   400   400   400   400   
MOUDA_DC_ONBAR   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   265   260   260   260   260   
MOUDA_DC_RSD   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
MOUDA_DC_TOTAL   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   300   265   260   260   260   260   
MOUDA_II_DC_ONBAR   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   
MOUDA_II_DC_RSD   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
MOUDA_II_DC_TOTAL   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   700   
NSPCL_DC_ONBAR   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   
NSPCL_DC_RSD   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
NSPCL_DC_TOTAL   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   455   
RGPPL_EBID_DC_ONBAR   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
RGPPL_EBID_DC_RSD   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
RGPPL_EBID_DC_TOTAL   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   
RGPPL_IR_DC_ONBAR   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   540   
